iter	Passed	Remaining
710	1143	464
711	1145	463
712	1146	461
713	1148	460
714	1150	458
715	1151	456
716	1152	455
717	1154	453
718	1155	451
719	1157	450
720	1159	448
721	1160	447
722	1162	445
723	1164	443
724	1165	442
725	1167	440
726	1169	438
727	1170	437
728	1173	436
729	1175	434
730	1177	433
731	1179	431
732	1180	430
733	1182	428
734	1183	426
735	1185	425
736	1187	423
737	1189	422
738	1191	420
739	1192	419
740	1194	417
741	1196	415
742	1197	414
743	1199	412
744	1201	411
745	1202	409
746	1204	407
747	1206	406
748	1207	404
749	1209	403
750	1210	401
751	1212	399
752	1214	398
753	1215	396
754	1217	395
755	1218	393
756	1220	391
757	1221	390
758	1223	388
759	1225	386
760	1226	385
761	1228	383
762	1229	381
763	1231	380
764	1232	378
765	1234	377
766	1235	375
767	1237	373
768	1239	372
769	1240	370
770	1242	368
771	1244	367
772	1245	365
773	1247	364
774	1249	362
775	1250	361
776	1252	359
777	1254	358
778	1256	356
779	1257	354
780	1259	353
781	1261	351
782	1262	349
783	1264	348
784	1266	346
785	1267	345
786	1269	343
787	1271	341
788	1272	340
789	1274	338
790	1276	337
791	1278	335
792	1279	334
793	1281	332
794	1282	330
795	1284	329
796	1285	327
797	1287	325
798	1289	324
799	1290	322
800	1293	321
801	1294	319
802	1296	318
803	1298	316
804	1299	314
805	1301	313
806	1302	311
807	1304	309
808	1306	308
809	1307	306
810	1309	305
811	1310	303
812	1311	301
813	1313	300
814	1314	298
815	1316	296
816	1318	295
817	1320	293
818	1321	292
819	1324	290
820	1325	289
821	1327	287
822	1329	285
823	1331	284
824	1332	282
825	1334	281
826	1336	279
827	1338	278
828	1340	276
829	1342	274
830	1344	273
831	1345	271
832	1347	270
833	1349	268
834	1350	266
835	1352	265
836	1353	263
837	1355	261
838	1356	260
839	1358	258
840	1359	257
841	1361	255
842	1362	253
843	1364	252
844	1365	250
845	1367	248
846	1368	247
847	1370	245
848	1371	243
849	1373	242
850	1374	240
851	1376	239
852	1377	237
853	1379	235
854	1380	234
855	1382	232
856	1383	230
857	1385	229
858	1386	227
859	1388	226
860	1390	224
861	1392	222
862	1393	221
863	1395	219
864	1397	218
865	1399	216
866	1400	214
867	1402	213
868	1404	211
869	1405	210
870	1407	208
871	1409	206
872	1411	205
873	1412	203
874	1414	202
875	1415	200
876	1417	198
877	1419	197
878	1420	195
879	1422	193
880	1423	192
881	1425	190
882	1427	189
883	1429	187
884	1430	185
885	1432	184
886	1433	182
887	1435	181
888	1436	179
889	1438	177
890	1439	176
891	1441	174
892	1442	172
893	1444	171
894	1445	169
895	1447	168
896	1449	166
897	1450	164
898	1452	163
899	1453	161
900	1455	159
901	1456	158
902	1458	156
903	1460	155
904	1462	153
905	1463	151
906	1465	150
907	1467	148
908	1468	147
909	1470	145
910	1471	143
911	1473	142
912	1475	140
913	1476	138
914	1478	137
915	1480	135
916	1481	134
917	1483	132
918	1484	130
919	1486	129
920	1487	127
921	1489	125
922	1490	124
923	1492	122
924	1493	121
925	1495	119
926	1496	117
927	1498	116
928	1499	114
929	1501	113
930	1502	111
931	1504	109
932	1505	108
933	1507	106
934	1508	104
935	1510	103
936	1512	101
937	1513	100
938	1515	98
939	1516	96
940	1518	95
941	1519	93
942	1521	91
943	1522	90
944	1524	88
945	1526	87
946	1528	85
947	1530	83
948	1531	82
949	1533	80
950	1534	79
951	1536	77
952	1538	75
953	1539	74
954	1541	72
955	1543	71
956	1545	69
957	1547	67
958	1548	66
959	1550	64
960	1552	63
961	1554	61
962	1556	59
963	1557	58
964	1559	56
965	1561	54
966	1563	53
967	1564	51
968	1566	50
969	1568	48
970	1570	46
971	1571	45
972	1573	43
973	1574	42
974	1576	40
975	1578	38
976	1579	37
977	1581	35
978	1583	33
979	1585	32
980	1586	30
981	1588	29
982	1589	27
983	1591	25
984	1592	24
985	1594	22
986	1596	21
987	1597	19
988	1598	17
989	1600	16
990	1601	14
991	1603	12
992	1605	11
993	1607	9
994	1609	8
995	1610	6
996	1612	4
997	1613	3
998	1615	1
999	1617	0
