iter	MultiClass
237	0.5256812739
238	0.5236524529
239	0.5212380737
240	0.5185504356
241	0.5160673576
242	0.5147038135
243	0.5127354562
244	0.5102018536
245	0.5075146052
246	0.5061984019
247	0.5040347956
248	0.5024823982
249	0.5005280743
250	0.4985340673
251	0.4970048669
252	0.4950064794
253	0.4939837687
254	0.4912212241
255	0.4891577711
256	0.4878288131
257	0.4862626428
258	0.4851027257
259	0.4834218068
260	0.481623031
261	0.4801533906
262	0.4783496988
263	0.4764265603
264	0.4747287611
265	0.4731998033
266	0.4717167595
267	0.4699642529
268	0.4687973559
269	0.4661752242
270	0.4652861043
271	0.4634285001
272	0.4617757552
273	0.4603867971
274	0.4589172337
275	0.4575474966
276	0.4559497378
277	0.4542821524
278	0.4523447944
279	0.4509742544
280	0.4486092941
281	0.4470209373
282	0.4451406023
283	0.4443670133
284	0.442476957
285	0.440115251
286	0.438378474
287	0.4372076393
288	0.4358155085
289	0.4348495432
290	0.4330383041
291	0.4321391976
292	0.4304181644
293	0.42817399
294	0.4268539689
295	0.4255067954
296	0.4243352464
297	0.4227473891
298	0.4216497647
299	0.4198781252
300	0.4186140438
301	0.4177329157
302	0.4159401756
303	0.4145693481
304	0.4133345192
305	0.4117611439
306	0.4108015394
307	0.4097649895
308	0.4093630034
309	0.4075528555
310	0.4063744314
311	0.4051029727
312	0.4038912933
313	0.4016661971
314	0.4003072067
315	0.3988691007
316	0.3981171057
317	0.3964502951
318	0.3952625148
319	0.393935016
320	0.3922243944
321	0.3907236825
322	0.3892179217
323	0.3880721208
324	0.386520193
325	0.385366936
326	0.3839421569
327	0.3825295985
328	0.3807881703
329	0.3795490271
330	0.3785082825
331	0.3775245266
332	0.3764402683
333	0.3751781908
334	0.3744897025
335	0.373088088
336	0.3722526281
337	0.3713321496
338	0.370276888
339	0.3686876039
340	0.367611785
341	0.3665883019
342	0.3651319074
343	0.3635493422
344	0.3617056324
345	0.3606809896
346	0.3591028753
347	0.357416857
348	0.3562985141
349	0.3546294103
350	0.3533967004
351	0.3521021218
352	0.3511736317
353	0.3498691429
354	0.348688725
355	0.348034107
356	0.3472913267
357	0.3461744715
358	0.3451381683
359	0.3443155856
360	0.3432564611
361	0.3423272377
362	0.3413145451
363	0.3402413936
364	0.3390301139
365	0.3380661183
366	0.3374594845
367	0.3367211051
368	0.3359063093
369	0.3351519892
370	0.3338166336
371	0.3327546133
372	0.3315799299
373	0.3309494943
374	0.3303418408
375	0.3293082492
376	0.3282792551
377	0.327160185
378	0.3261526993
379	0.32534508
380	0.3239498316
381	0.3226979384
382	0.3215538434
383	0.3207032784
384	0.3196582123
385	0.3184695862
386	0.3176348653
387	0.3168955318
388	0.3158196381
389	0.3149223968
390	0.3136501521
391	0.312460742
392	0.3118069571
393	0.3104548723
394	0.3100165813
395	0.309479171
396	0.3084450601
397	0.3073892562
398	0.3064701205
399	0.3055819106
400	0.3046530895
401	0.3039276318
402	0.3032988764
403	0.3024247135
404	0.3013791433
405	0.3003037385
406	0.299535634
407	0.2989882626
408	0.297770885
409	0.2969460511
410	0.2964395993
411	0.2956328811
412	0.2949545754
413	0.2937219974
414	0.2927879764
415	0.29168302
416	0.2910297945
417	0.2900615294
418	0.2892432466
419	0.2885526014
420	0.2878788797
421	0.2874500024
422	0.2866912269
423	0.2856893546
424	0.2847609595
425	0.2838749057
426	0.2828764342
427	0.2820535373
428	0.2813642487
429	0.2805892404
430	0.2798066441
431	0.2790374348
432	0.2779782032
433	0.2773675448
434	0.2767237562
435	0.2759568803
436	0.2752960151
437	0.2744005348
438	0.2734662063
439	0.2724612183
440	0.2719781279
441	0.2712585891
442	0.2703599262
443	0.2696673383
444	0.2688789833
445	0.2678781657
446	0.2672772491
447	0.2664862693
448	0.2656709383
449	0.2651591412
450	0.2645195851
451	0.2635361285
452	0.2632874379
453	0.2625057034
454	0.2616629655
455	0.2607355177
456	0.260396671
457	0.2597765101
458	0.2592712015
459	0.2586597352
460	0.2576123532
461	0.2569653256
462	0.2560989275
463	0.2552016032
464	0.2546323003
465	0.254098497
466	0.2534879593
467	0.2526171051
468	0.2517740677
469	0.2513957584
470	0.2506360248
471	0.2497537858
472	0.2489444055
473	0.2482244832
474	0.2475061067
475	0.2467894586
476	0.2458504215
477	0.245163902
478	0.2445700159
479	0.2442885667
480	0.2438131115
481	0.2431794506
482	0.2427246747
483	0.2422519931
484	0.2415376116
485	0.2408356737
486	0.2401708728
487	0.2392813907
488	0.2387901971
489	0.2381600073
490	0.2376413303
491	0.2369030844
492	0.2362093573
493	0.235567887
494	0.2350140069
495	0.2342766186
496	0.2336905231
497	0.2330281007
498	0.2324617666
499	0.2318260377
500	0.2314614433
501	0.2309941199
502	0.2303511407
503	0.2297640774
504	0.2290143497
505	0.2281331082
506	0.2275722125
507	0.2269979963
508	0.2265708054
509	0.2260672428
510	0.2252764271
511	0.2248670046
512	0.2244232865
513	0.2238604085
514	0.2236036092
515	0.2229361422
516	0.2225350044
517	0.22220427
518	0.2216218205
519	0.2211386911
520	0.2205247287
521	0.2202897465
522	0.219832464
523	0.2190166824
524	0.2187287603
525	0.2180752608
526	0.217563988
527	0.2171509096
528	0.2167098023
529	0.2164003119
530	0.2157715692
531	0.215241654
532	0.2148249488
533	0.2141847377
534	0.2135536868
535	0.2131852546
536	0.2127295718
537	0.2122222734
538	0.2118932556
539	0.2114947559
540	0.2112443658
541	0.2108218426
542	0.2101139798
543	0.2096244054
544	0.2092590519
545	0.2088497263
546	0.2084661354
547	0.2082633911
548	0.2078690613
549	0.2071699331
550	0.2066962875
551	0.2064276694
552	0.2057754546
553	0.2052487136
554	0.2048792853
555	0.2045991772
556	0.2040932827
557	0.2036516715
558	0.2031820757
559	0.2025869394
560	0.2021562251
561	0.2016691545
562	0.2013095373
563	0.2009714368
564	0.2005095678
565	0.2000339934
566	0.199585962
567	0.1990753929
568	0.1987372737
569	0.1984036792
570	0.1980074515
571	0.1974120908
572	0.1969493487
573	0.1963699736
574	0.1959402549
575	0.1953778429
576	0.1948896694
577	0.1943635561
578	0.1939317534
579	0.1936420606
580	0.1932755933
581	0.1927860307
582	0.1923616824
583	0.1919442991
584	0.1916121699
585	0.1910478438
586	0.1906534862
587	0.190155057
588	0.1896519861
589	0.1890580591
590	0.188563758
591	0.1879987219
592	0.1875578706
593	0.186913915
594	0.1864770528
595	0.1861291822
596	0.1856974485
597	0.1852809482
598	0.1848298079
599	0.1842542608
600	0.1839380705
601	0.1836386226
602	0.1834002136
603	0.1832417957
604	0.1828939218
605	0.1825260259
606	0.1821005543
607	0.1817239136
608	0.1814247195
609	0.1810169144
610	0.1807586997
611	0.1803207273
612	0.1798380666
613	0.1794220157
614	0.1788799531
615	0.178471331
616	0.1782020611
617	0.1777095808
618	0.177276547
619	0.1769869303
620	0.1765982966
621	0.1761248287
622	0.175888682
623	0.1754677847
624	0.17503188
625	0.174302611
626	0.1738764402
627	0.1735355685
628	0.1731391421
629	0.1726840306
630	0.1721485534
631	0.1718927729
632	0.1715643802
633	0.171099527
634	0.1708401796
635	0.1704798703
636	0.1700220342
637	0.1695235973
638	0.169089152
639	0.1687366266
640	0.1683684495
641	0.1681039061
642	0.1677283107
643	0.1674382044
644	0.1669742849
645	0.1664907084
646	0.1660269073
647	0.1657376681
648	0.1653882674
649	0.1652794079
650	0.1649958627
651	0.1647605251
652	0.1644608661
653	0.1640381193
654	0.1636162119
655	0.1632374179
656	0.1628063937
657	0.1624943015
658	0.1620867618
659	0.1617034756
660	0.1614178892
661	0.1611108245
662	0.1608620893
663	0.1605244409
664	0.1601882993
665	0.1599296617
666	0.159576796
667	0.1592147087
668	0.1588195302
669	0.1584403302
670	0.1581067901
671	0.1576663489
672	0.1573640788
673	0.1569641616
674	0.1567154652
675	0.1562987402
676	0.1559665538
677	0.1557985119
678	0.1554811582
679	0.1553422153
680	0.1549933651
681	0.1546084846
682	0.1542367584
683	0.1539432794
684	0.1534896344
685	0.1531361198
686	0.1529710111
687	0.1527069474
688	0.152406416
689	0.1519367086
690	0.1516477202
691	0.1513684181
692	0.1511986534
693	0.15089134
694	0.1506957381
695	0.1505030203
696	0.1502478672
697	0.1500871417
698	0.1497554903
699	0.1494643448
700	0.149200534
701	0.1487826033
702	0.1486316953
703	0.1484895412
704	0.1481272234
705	0.1477109137
706	0.147331212
707	0.147072926
708	0.1467178691
709	0.1463590484
710	0.146040339
711	0.1457340387
712	0.145606815
713	0.1451511225
714	0.144876124
715	0.1446723998
716	0.1444308438
717	0.1442046116
718	0.1438905999
719	0.143610306
720	0.1433312665
721	0.1430218144
722	0.1428114329
723	0.1426084716
724	0.1423718541
725	0.1421330915
726	0.1419460326
727	0.1416346071
728	0.1413632644
729	0.1410920241
730	0.1408381022
731	0.1406081387
732	0.1402721716
733	0.1399740287
734	0.1397705529
735	0.1395306203
736	0.1392759778
737	0.1390090314
738	0.1388115052
739	0.1385075229
740	0.1382285175
741	0.1380788705
742	0.1378980508
743	0.1376472828
744	0.1373825004
745	0.1371230827
746	0.1368834564
747	0.1365038382
748	0.1362064671
749	0.1359018302
750	0.1356633831
751	0.1354015758
752	0.135168606
753	0.1349130296
754	0.1346560594
755	0.1344207793
756	0.1342206014
757	0.133874333
758	0.1336561937
759	0.1333973926
760	0.1330709481
761	0.1329000123
762	0.1326659528
763	0.1324541164
764	0.1321890964
765	0.1319896541
766	0.1316743914
767	0.1314737978
768	0.1312430544
769	0.1309689309
770	0.130668876
771	0.13044949
772	0.1301680095
773	0.1299997249
774	0.1298468152
775	0.1295527393
776	0.1293193243
777	0.1290498586
778	0.1288220925
779	0.1286106475
780	0.1283754329
781	0.1280680026
782	0.1278241728
783	0.1275335158
784	0.1272480469
785	0.1271241299
786	0.1269325121
787	0.1267602752
788	0.1264865748
789	0.1261760415
790	0.1259326913
791	0.1256734749
792	0.1255169656
793	0.125339578
794	0.1251183484
795	0.1247737864
796	0.1245256186
797	0.1243432483
798	0.1241067646
799	0.1239142796
800	0.1237092849
801	0.123447095
802	0.123191853
803	0.122914886
804	0.1226646674
805	0.1225171203
806	0.1223464358
807	0.1220793339
808	0.1219025107
809	0.1217184319
810	0.1213862253
811	0.1212060286
812	0.1209391108
813	0.1207993768
814	0.1205547806
815	0.1202897323
816	0.120168635
817	0.1199718005
818	0.1197438192
819	0.1194329752
820	0.1192173634
821	0.1190658214
822	0.1188617334
823	0.1186442606
824	0.1184573536
825	0.1182748696
826	0.1181118608
827	0.1179417647
828	0.1177181647
829	0.1175217014
830	0.1173575283
831	0.1171988914
832	0.1169944368
833	0.1167492654
834	0.1165907935
835	0.1164005544
836	0.1162587736
837	0.1160095118
838	0.1158052321
839	0.1156124869
840	0.1153734335
841	0.1152270507
842	0.1150340991
843	0.1148859564
844	0.1147206669
845	0.1145050796
846	0.1142967513
847	0.1141309295
848	0.1139544069
849	0.1137696671
850	0.1136099383
851	0.1133810972
852	0.1132074089
853	0.1130105634
854	0.1128269969
855	0.1126877939
856	0.1125202001
857	0.1123614348
858	0.112180534
859	0.1120097684
860	0.1118752019
861	0.1116153126
862	0.111371788
863	0.1112139222
864	0.1109829042
865	0.1108413733
866	0.1106051684
867	0.110463107
868	0.1103114927
869	0.1101685367
870	0.1099368381
871	0.109784258
872	0.1096382865
873	0.1094732158
874	0.1092949238
875	0.109158409
876	0.1090395125
877	0.1088922395
878	0.1087309041
879	0.1085452423
880	0.1083397647
881	0.1081139968
882	0.1079775829
883	0.1078073422
884	0.1075741522
885	0.1073577248
886	0.1072257133
887	0.1070812159
888	0.1069145384
889	0.1067620972
890	0.1066384447
891	0.1064209731
892	0.10629874
893	0.1060831557
894	0.1059281506
895	0.1057311166
896	0.1055629637
897	0.1054554907
898	0.1052772355
899	0.1050578825
900	0.1049650993
901	0.1047436182
902	0.1045836158
903	0.1045137225
904	0.1043155704
905	0.1041231104
906	0.103951388
907	0.103858452
908	0.1037520715
909	0.103575509
910	0.1034335439
911	0.1033190917
912	0.1031708165
913	0.1030534127
914	0.1028601816
915	0.1026772212
916	0.1025367848
917	0.1022894941
918	0.1021882113
919	0.1020098118
920	0.1019251931
921	0.1017739698
922	0.1016645097
923	0.1015252653
924	0.1013950504
925	0.1012859864
926	0.1010894351
927	0.1008890041
928	0.1007124386
929	0.1005471673
930	0.1003616325
931	0.1001936426
932	0.0999781857
933	0.09980403305
934	0.09966108219
935	0.09951412439
936	0.09936200621
937	0.09918787572
938	0.09908544414
939	0.09893284714
940	0.09874597996
941	0.09862665175
942	0.098519771
943	0.09837159228
944	0.0982214102
945	0.09804782377
946	0.09791395835
947	0.09775475934
948	0.09756638328
949	0.0974085817
950	0.09732892539
951	0.09720961108
952	0.09704495529
953	0.09687953923
954	0.09677033249
955	0.09666147276
956	0.09649400638
957	0.09632734518
958	0.0961861607
959	0.09600944818
960	0.09587214674
961	0.09573709159
962	0.09562844137
963	0.09552061153
964	0.09540422831
965	0.09521406357
966	0.09507688939
967	0.09492690349
968	0.09482634586
969	0.09473085824
970	0.09462110457
971	0.094498043
972	0.09436935874
973	0.0941979382
974	0.09404447464
975	0.09389390868
976	0.09374300922
977	0.09360560544
978	0.0934032779
979	0.09326763559
980	0.09315608417
981	0.09307760597
982	0.09296138051
983	0.09282303817
984	0.09270415909
985	0.09261018237
986	0.09247715794
987	0.09233638924
988	0.0921652521
989	0.09200100419
990	0.09181683391
991	0.09167533021
992	0.09154657767
993	0.0914005787
994	0.09129064966
995	0.09120906511
996	0.09109525672
997	0.09097223593
998	0.09082544167
999	0.0906818016
