iter	MultiClass
269	0.276563026
270	0.2751971012
271	0.2740045487
272	0.2725670706
273	0.2711794202
274	0.2700539956
275	0.268838288
276	0.2677923784
277	0.2668551995
278	0.2662492427
279	0.2652146716
280	0.2637661494
281	0.2627232027
282	0.2612586709
283	0.2598407554
284	0.2587714612
285	0.2572496359
286	0.2563002712
287	0.2546004124
288	0.2537112836
289	0.2527316188
290	0.2520628239
291	0.2517570445
292	0.2505117806
293	0.2493169387
294	0.2484177183
295	0.2470370479
296	0.2456052822
297	0.2440763294
298	0.2427754037
299	0.2422824995
300	0.241140087
301	0.2401976102
302	0.2393484615
303	0.2383330955
304	0.2371151326
305	0.2364627288
306	0.2356254192
307	0.2344119453
308	0.2333072112
309	0.2325506013
310	0.2314681843
311	0.2301975663
312	0.229324892
313	0.2284111185
314	0.2278928406
315	0.2271121448
316	0.2262275636
317	0.2255285614
318	0.2245531932
319	0.2234474186
320	0.2223844198
321	0.2214544148
322	0.2208820346
323	0.2201283705
324	0.219219356
325	0.2180521709
326	0.2168323833
327	0.2157290379
328	0.214669487
329	0.214049122
330	0.2135216515
331	0.2126193255
332	0.2118221601
333	0.2109667464
334	0.2099974402
335	0.209328586
336	0.2084983643
337	0.2079035367
338	0.2071077507
339	0.2062279893
340	0.2053784588
341	0.2047972139
342	0.2040084173
343	0.2031296198
344	0.2025359912
345	0.2014866898
346	0.2007247216
347	0.2002112128
348	0.1992789696
349	0.1985280021
350	0.1979118203
351	0.1969323035
352	0.1961567736
353	0.1954326552
354	0.1945984941
355	0.1939205769
356	0.1931159926
357	0.1924968704
358	0.1918666731
359	0.1910191378
360	0.1905544599
361	0.1903002422
362	0.1895698013
363	0.1888183535
364	0.1881536236
365	0.1875653414
366	0.1873289816
367	0.1865756612
368	0.1859950848
369	0.185369074
370	0.184825314
371	0.1842194429
372	0.1834897742
373	0.1827573822
374	0.1818804276
375	0.1812640114
376	0.1805548076
377	0.1800464619
378	0.1793676724
379	0.1786987289
380	0.1779913846
381	0.1772733946
382	0.1765951074
383	0.1760734226
384	0.1753996488
385	0.1750658941
386	0.1744153137
387	0.1739638994
388	0.173315341
389	0.1728968603
390	0.1725056833
391	0.171776336
392	0.1712519333
393	0.1708251255
394	0.1705894357
395	0.1698112335
396	0.1691307864
397	0.1685333303
398	0.1679122982
399	0.167389408
400	0.1667133333
401	0.1660944837
402	0.1656500183
403	0.1649559859
404	0.164219909
405	0.163626723
406	0.162973297
407	0.1625476236
408	0.1619406178
409	0.1614517241
410	0.1610807509
411	0.1605979559
412	0.1600387293
413	0.159284544
414	0.1586770714
415	0.1583132326
416	0.158010831
417	0.1577062393
418	0.1572020485
419	0.1567952566
420	0.1562325179
421	0.1557045524
422	0.1550648559
423	0.1545687579
424	0.1539821793
425	0.1535577691
426	0.1529801766
427	0.1525756532
428	0.1520680838
429	0.1515342687
430	0.1510480846
431	0.1505603081
432	0.1501820916
433	0.1498091991
434	0.1493555388
435	0.1488438285
436	0.1483688637
437	0.1479369792
438	0.1474674854
439	0.1468979574
440	0.1465629496
441	0.146190302
442	0.1456618883
443	0.1451264795
444	0.1446088208
445	0.1442333367
446	0.1437382051
447	0.1432147944
448	0.1426851558
449	0.1423908886
450	0.1419236567
451	0.1414309234
452	0.1410078796
453	0.1405588948
454	0.1401561092
455	0.1397143573
456	0.1392913067
457	0.1387925928
458	0.1382614526
459	0.1378434658
460	0.1373309689
461	0.1367674295
462	0.136318537
463	0.1360468393
464	0.1356171946
465	0.1352792512
466	0.1348030298
467	0.1343255779
468	0.1339521963
469	0.1334809268
470	0.1329256829
471	0.1324725778
472	0.13222847
473	0.1317237682
474	0.1312892669
475	0.13095974
476	0.1306321715
477	0.1302573245
478	0.1299132944
479	0.1297012997
480	0.1292789504
481	0.1288220182
482	0.1283974584
483	0.1279960591
484	0.1275700858
485	0.1272751914
486	0.1268633416
487	0.1265752769
488	0.1262880291
489	0.1258597861
490	0.1255633331
491	0.1253245887
492	0.1249526673
493	0.1246631857
494	0.1242720137
495	0.1239989098
496	0.1236812836
497	0.1233945674
498	0.1231079713
499	0.1228531448
500	0.1225467646
501	0.1223818515
502	0.1221101985
503	0.1218544862
504	0.1215812181
505	0.1212614336
506	0.1208793297
507	0.1205732696
508	0.1202247581
509	0.1199902872
510	0.1196419207
511	0.1193098044
512	0.1189299115
513	0.1186438338
514	0.1183544712
515	0.1180430254
516	0.1177858422
517	0.1173736548
518	0.1169254643
519	0.116566169
520	0.1162922568
521	0.115931556
522	0.1156567216
523	0.1154649848
524	0.115155123
525	0.1149668589
526	0.1145543726
527	0.1141686585
528	0.1138199778
529	0.1135069988
530	0.1132974654
531	0.1130969594
532	0.1128838501
533	0.1126592524
534	0.112332325
535	0.1120135659
536	0.1116887475
537	0.1114407303
538	0.1111818871
539	0.1110049625
540	0.1106786044
541	0.1104480885
542	0.1102004376
543	0.1100143801
544	0.1096831519
545	0.1094373001
546	0.1091821926
547	0.1088969476
548	0.1087410885
549	0.1085817926
550	0.1083704363
551	0.1081205959
552	0.1078022358
553	0.1076089323
554	0.1073334478
555	0.1070132311
556	0.1068123097
557	0.1065854062
558	0.1063201171
559	0.1060342737
560	0.1057081514
561	0.1054140128
562	0.105199138
563	0.1050145063
564	0.1048776425
565	0.1047090305
566	0.1045119402
567	0.104241666
568	0.1040811334
569	0.1038169447
570	0.1035601334
571	0.103303685
572	0.1030017493
573	0.1027161413
574	0.1024508494
575	0.1023025878
576	0.1021699662
577	0.1018180518
578	0.101547311
579	0.1013230172
580	0.1011242431
581	0.1008605693
582	0.1006624938
583	0.100493826
584	0.1002340787
585	0.09990447409
586	0.09970940571
587	0.09949617787
588	0.09927261793
589	0.09901049063
590	0.09881935443
591	0.09860396243
592	0.0983585272
593	0.09812999643
594	0.09785287693
595	0.0976767078
596	0.0974160838
597	0.09723888642
598	0.09704925367
599	0.09690835803
600	0.09665096668
601	0.09654284432
602	0.09638716946
603	0.09619037906
604	0.09595582804
605	0.09575226784
606	0.09560332597
607	0.09538722977
608	0.09518263192
609	0.09499024805
610	0.09482841062
611	0.09455231515
612	0.09430056751
613	0.09405078381
614	0.09380922654
615	0.09367410379
616	0.09354110698
617	0.09339931296
618	0.09319460063
619	0.09300146832
620	0.09278258473
621	0.09255615731
622	0.09230521625
623	0.09211946339
624	0.09192616017
625	0.09176315598
626	0.0915782762
627	0.0913880111
628	0.09115890521
629	0.09095284472
630	0.09075239424
631	0.09050724066
632	0.09033088322
633	0.09012917622
634	0.0899235083
635	0.08973889147
636	0.08952570869
637	0.08932437615
638	0.08913936161
639	0.08894995455
640	0.08877666738
641	0.08853633205
642	0.08835523795
643	0.08814445362
644	0.08800853817
645	0.08778628012
646	0.08769751457
647	0.08746991866
648	0.08732099299
649	0.08712552739
650	0.08699407984
651	0.08682694477
652	0.08670222652
653	0.08654792476
654	0.0863944307
655	0.08617211216
656	0.08599975787
657	0.0858525974
658	0.08568754275
659	0.08552293472
660	0.08539917102
661	0.08533278459
662	0.08513732759
663	0.08494201835
664	0.08482462493
665	0.08466968763
666	0.08454779109
667	0.08436510479
668	0.08416502467
669	0.083988519
670	0.08387283106
671	0.08379182557
672	0.08363222709
673	0.08349603551
674	0.08334166264
675	0.08317461851
676	0.0830648272
677	0.0828696448
678	0.08270642552
679	0.08250570002
680	0.08236126863
681	0.08220229988
682	0.08211183841
683	0.08193850005
684	0.08175656986
685	0.08155236166
686	0.0813952822
687	0.08125673429
688	0.08104955389
689	0.08087471501
690	0.08070635182
691	0.08059048154
692	0.08041011881
693	0.08027183174
694	0.0801180345
695	0.07994499387
696	0.07980585466
697	0.07961755291
698	0.07940909542
699	0.07922986231
700	0.07908542888
701	0.0788712148
702	0.07869247839
703	0.07852143997
704	0.07840835281
705	0.07826687795
706	0.07811838973
707	0.07795474533
708	0.07781463741
709	0.07769422999
710	0.07753153535
711	0.0774099042
712	0.07731246621
713	0.07715326036
714	0.07700054877
715	0.07681096004
716	0.07663226939
717	0.07643910273
718	0.07629410316
719	0.07612810882
720	0.07594569175
721	0.07581478019
722	0.07568762719
723	0.07548746552
724	0.07538099746
725	0.07519220096
726	0.07509777451
727	0.07497084805
728	0.07482250935
729	0.07464665511
730	0.07451045543
731	0.07431962417
732	0.07415444558
733	0.07398218056
734	0.0738546733
735	0.07366893661
736	0.07358603332
737	0.0734767114
738	0.07334781233
739	0.07322682581
740	0.07308525154
741	0.07291951987
742	0.07275242919
743	0.07260228647
744	0.07246878399
745	0.07235910327
746	0.07224121912
747	0.0721107913
748	0.07202433963
749	0.07186092675
750	0.07180137499
751	0.07165764723
752	0.07153202907
753	0.07143150473
754	0.07131494236
755	0.07118169288
756	0.07106512129
757	0.07098087619
758	0.07088177369
759	0.07076978577
760	0.07060970566
761	0.0704949839
762	0.07035478811
763	0.07027451993
764	0.07021034161
765	0.0700847063
766	0.06993755303
767	0.06980612146
768	0.06971260463
769	0.06954379366
770	0.06938364027
771	0.06925422162
772	0.06913515601
773	0.06895794091
774	0.06888382705
775	0.06877201183
776	0.06867693509
777	0.06861212828
778	0.06852711447
779	0.06842951367
780	0.06829385687
781	0.06820559913
782	0.06807088517
783	0.0679651951
784	0.06783413727
785	0.06777451066
786	0.0676161512
787	0.06752203473
788	0.06738963685
789	0.06726410319
790	0.0671680276
791	0.06705691532
792	0.06700481917
793	0.06684214146
794	0.06671526255
795	0.06661751485
796	0.06649901469
797	0.06637107198
798	0.06624278204
799	0.06614296516
800	0.06607442293
801	0.06592414174
802	0.06581073978
803	0.06570289936
804	0.06561200433
805	0.06550180173
806	0.06540634253
807	0.06530248954
808	0.06517160695
809	0.06507631191
810	0.06494376404
811	0.06482316382
812	0.06473038165
813	0.06458295505
814	0.06446963889
815	0.06438345278
816	0.06424741944
817	0.0641556369
818	0.06404521467
819	0.0639784745
820	0.06385388626
821	0.06378195905
822	0.06366559167
823	0.06355036655
824	0.06347219435
825	0.06335484599
826	0.06323667352
827	0.06313507914
828	0.06304274061
829	0.06290268309
830	0.06281166987
831	0.06268099439
832	0.06258254853
833	0.06250662143
834	0.06240947993
835	0.06230982021
836	0.0622122764
837	0.06210089371
838	0.061957555
839	0.0618538152
840	0.06172211911
841	0.06159743738
842	0.06150851982
843	0.06139429816
844	0.06132995881
845	0.06124263011
846	0.06115867543
847	0.06102309718
848	0.0608924922
849	0.06080710704
850	0.06069460068
851	0.06058677424
852	0.06050418561
853	0.0604349435
854	0.06032638372
855	0.06022927758
856	0.06013133749
857	0.06002929675
858	0.05994339541
859	0.05987315064
860	0.0597756191
861	0.05967728579
862	0.05953854769
863	0.05941513946
864	0.05933229563
865	0.05922958845
866	0.05914346822
867	0.05903177605
868	0.05893031981
869	0.05886076879
870	0.05878092966
871	0.05869898659
872	0.0586399996
873	0.05856350486
874	0.05847314616
875	0.05837696935
876	0.05827959205
877	0.05818291389
878	0.05810848928
879	0.05803135523
880	0.05790006419
881	0.05780388411
882	0.05772135282
883	0.05764489338
884	0.05753725984
885	0.05745782503
886	0.05734380131
887	0.05719933582
888	0.05708958608
889	0.05702562404
890	0.05697457942
891	0.05689574503
892	0.05680169529
893	0.05670906993
894	0.05663352984
895	0.05650777549
896	0.05641510618
897	0.05632816902
898	0.05625865435
899	0.05619022054
900	0.05609139999
901	0.05601528849
902	0.0559319951
903	0.0558214338
904	0.05574539163
905	0.05566804841
906	0.05555398722
907	0.05547291587
908	0.05537827809
909	0.05529249952
910	0.05522911566
911	0.05513287009
912	0.05506548178
913	0.05500143907
914	0.05492610486
915	0.05485342462
916	0.05476202383
917	0.05467637263
918	0.05461320979
919	0.05452530046
920	0.05442721955
921	0.05434631535
922	0.05425259004
923	0.05415818916
924	0.05407985515
925	0.05401480918
926	0.05393765524
927	0.05389160479
928	0.0538160878
929	0.05374768399
930	0.05365795797
931	0.05360554799
932	0.0535527177
933	0.05345675791
934	0.0533747021
935	0.05329990894
936	0.05320734653
937	0.05312023056
938	0.05306532814
939	0.05297762635
940	0.05294305545
941	0.05284164369
942	0.05277520875
943	0.05271212283
944	0.05261059688
945	0.05253983871
946	0.05245380134
947	0.05236253726
948	0.05230956753
949	0.05225651539
950	0.05216912367
951	0.05210141311
952	0.05202754063
953	0.05197293764
954	0.05188963005
955	0.05181397103
956	0.05173155526
957	0.05167834186
958	0.05159981994
959	0.05153148416
960	0.05146359672
961	0.05139667321
962	0.0513200051
963	0.05122988133
964	0.05117089466
965	0.05108469263
966	0.05103637225
967	0.0509465119
968	0.050872569
969	0.05080806693
970	0.05074849029
971	0.05067879521
972	0.05059364031
973	0.05050165622
974	0.05045452233
975	0.05040860565
976	0.05033742783
977	0.05026804343
978	0.0502143963
979	0.05013986802
980	0.05010293538
981	0.05004161652
982	0.04996253983
983	0.04987716664
984	0.04979177779
985	0.04970992238
986	0.04963704189
987	0.04959014012
988	0.04952457656
989	0.04946650739
990	0.0493945318
991	0.04930534709
992	0.04925633771
993	0.04919863766
994	0.04913755043
995	0.04907243655
996	0.04899819577
997	0.04894333516
998	0.04889739076
999	0.04884172501
